sku_id,category,product_name,scenario_order_lines,scenario_units_ordered,scenario_units_fulfilled,scenario_stockout_orders,scenario_unfulfilled_value_rupees,scenario_fulfilled_revenue_rupees,scenario_fill_rate_pct,data_origin,priority_rank,priority_score
2137,Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,3,5,0,3,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,317,50
2623,Biscuits,Bauli Moonfils Choco Veg Puff Roll,3,6,0,3,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,592,30
791,Munchies,Nissin Cup Noodles Tangy Tomato,2,2,0,2,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,771,25
1245,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,2,3,0,2,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,153,55
1284,Beverages,The Bake Shop Pizza Base,2,3,0,2,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,586,30
2257,Chocolates & Candies,Nissin Cup Noodles Tangy Tomato,4,4,2,2,90.0,90.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,765,25
36,Fruits & Vegetables,Sweet Corn,3,7,4,1,90.0,120.0,57.14,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
304,Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,2,5,3,1,90.0,135.0,60.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
541,Cooking Essentials,Suhana Mutton Gravy Mix,2,4,2,1,90.0,90.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1421,Packaged Food,The Whole Truth Double Cocoa Protein Bar No Sugar,2,4,3,1,90.0,270.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2610,Biscuits,Britannia Nutri Choice Digestive Biscuit,3,4,2,1,90.0,90.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,581,30
3429,Paan Corner,Whisper Bindazzz Nights XL + Sanitary Pad,1,1,0,1,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,365,45
3559,Home & Cleaning,Mangalam Camphor,1,1,0,1,90.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
158,Cooking Essentials,Tata Sampann Unpolished Chana Dal,3,4,3,1,89.0,267.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,572,30
2644,Biscuits,The Bake Shop Masala Cheese Crackers,5,7,6,1,89.0,534.0,85.71,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
842,Munchies,Popular Essentials Ajwain Whole,3,4,2,2,88.0,88.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,772,25
1814,Ice Cream & Desserts,Yoga Bar Breakfast Protein Bar - Blueberry Pie,4,6,4,1,88.0,176.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,770,25
1829,Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,2,5,3,1,88.0,132.0,60.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3724,Health & Hygiene,Whisper Choice Sanitary Pad,3,3,0,3,87.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,302,50
90,Fruits & Vegetables,Moong Sprouts,2,3,0,2,87.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,301,50
3,Fruits & Vegetables,Tender Coconut,4,6,4,1,86.0,172.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1289,Beverages,Amul Delicious Fat Spread - Cholesterol Free,3,3,2,1,86.0,172.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,523,35
1787,Ice Cream & Desserts,Amul Delicious Fat Spread - Cholesterol Free,2,2,1,1,86.0,86.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,721,25
1821,Ice Cream & Desserts,Sunfeast Yippee! Mood Masala Noodles,4,7,5,1,86.0,215.0,71.43,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2209,Chocolates & Candies,Sunfeast Yippee! Mood Masala Noodles,7,10,8,1,86.0,344.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1235,"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,1,1,0,1,85.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,96,55
1765,Packaged Food,Yummiez American Sweet Corn,1,1,0,1,85.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,378,45
3674,Health & Hygiene,Baidyanath Isabgol,2,3,2,1,85.0,170.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1746,Packaged Food,Mother's Recipe Potato Papad,2,3,0,2,84.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,309,50
1152,"Dairy, Bread & Batter",Britannia Brown Bread,2,4,2,1,84.0,84.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2362,Chocolates & Candies,MTR Seviyan Vermicelli,2,3,1,1,84.0,42.0,33.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,937,20
3076,Personal Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,2,2,1,1,84.0,84.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3620,Home & Cleaning,Rin Detergent Powder,1,1,0,1,84.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,248,50
3644,Health & Hygiene,Hajmola Anardana Digestive Tablets,2,4,2,1,84.0,84.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,777,25
2368,Chocolates & Candies,Veeba Hot Sweet Tomato Chilli Sauce,2,3,2,1,83.0,166.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1104,Munchies,Top Ramen Masala,1,1,0,1,82.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,89,55
1451,Packaged Food,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar,6,11,9,1,82.0,369.0,81.82,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2520,Chocolates & Candies,Top Ramen Masala,1,1,0,1,82.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,86,55
3610,Home & Cleaning,Chakaachak Power Scrub (Pack of 2),2,4,2,1,82.0,82.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3623,Home & Cleaning,Odomos Mosquito Repellent Spray,1,1,0,1,82.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,244,50
3082,Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,1,1,0,1,81.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,247,50
1243,"Dairy, Bread & Batter",The Bake Shop Burger Buns,4,4,0,4,80.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,167,55
1862,Ice Cream & Desserts,Saffola Yummy Masala Noodles,5,5,1,4,80.0,20.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,971,20
132,Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,6,11,7,3,80.0,140.0,63.64,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,970,20
779,Munchies,Saffola Yummy Masala Noodles,4,5,1,3,80.0,20.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,974,20
1356,Beverages,The Bake Shop Whole Wheat Bread,2,2,0,2,80.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,131,55
2250,Chocolates & Candies,Saffola Yummy Masala Noodles,4,7,3,2,80.0,60.0,42.86,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,966,20
2752,Biscuits,Patanjali Atta Doodh Rusk,2,2,0,2,80.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,133,55
390,Cooking Essentials,"Top Ramen Noodles, Atta",2,2,1,1,80.0,80.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,888,20
508,Cooking Essentials,Popular Essentials Byadagi Chilli Stemless,4,5,4,1,80.0,320.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
594,Cooking Essentials,Chef's Basket Durum Wheat Penne Pasta,1,1,0,1,80.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,204,50
1521,Packaged Food,Smith & Jones Pink Pasta Sauce Mix,2,3,1,1,80.0,40.0,33.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2359,Chocolates & Candies,"Top Ramen Noodles, Atta",2,2,1,1,80.0,80.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,887,20
2524,Chocolates & Candies,Chef's Basket Durum Wheat Penne Pasta,1,1,0,1,80.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,202,50
911,Munchies,Popular Essentials Sattu Atta,4,6,5,1,79.0,395.0,83.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1786,Ice Cream & Desserts,Quaker Oats,2,3,2,1,79.0,158.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,897,20
1009,Munchies,Popular Essentials Nylon Til,3,5,3,1,78.0,117.0,60.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2506,Chocolates & Candies,Maggi Magic Cubes Chicken,1,2,0,1,78.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,425,45
88,Fruits & Vegetables,Carrot,6,7,0,6,77.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,319,50
455,Cooking Essentials,Kitchens of India Dal Bukhara Gravy Mix,4,4,3,1,77.0,231.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
969,Munchies,Kitchens of India Dal Bukhara Gravy Mix,3,7,6,1,77.0,462.0,85.71,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1665,Packaged Food,Kitchens Of India Dal Makhani,4,6,5,1,77.0,385.0,83.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,868,20
1672,Packaged Food,Kitchen Of India Ready-To-Eat Pindi Channa,3,3,2,1,77.0,154.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,867,20
1968,Ice Cream & Desserts,Kitchens of India Dal Makhani,2,3,2,1,77.0,154.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,866,20
551,Cooking Essentials,Aashirvaad Iodised Salt,2,4,0,2,76.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,163,55
850,Munchies,Everest Tandoori Chicken Masala,6,8,6,1,76.0,228.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1959,Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,5,8,7,1,76.0,532.0,87.5,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
573,Cooking Essentials,Saffola Oats 100 % Natural,4,5,0,4,75.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,459,45
1779,Ice Cream & Desserts,Ching's Secret Instant Hot Garlic Noodles,5,9,4,2,75.0,60.0,44.44,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2259,Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2,3,0,2,75.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,784,25
152,Cooking Essentials,Popular Essentials Pumpkin Seeds,3,5,4,1,75.0,300.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
759,Munchies,Popular Essentials HMT Kolam Steam,2,3,2,1,75.0,150.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
972,Munchies,Popular Essentials Soya Beans,2,2,1,1,75.0,75.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2614,Biscuits,Dukes Waffy Strawberry Roll,2,2,1,1,75.0,75.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3042,Personal Care,Old Spice Lime Lather Shaving Cream,4,5,4,1,75.0,300.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3271,Paan Corner,Godrej Nupur Henna,2,4,3,1,75.0,225.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3530,Home & Cleaning,Shubh kart - Shubhkart Sambrani Cup Black 12n,4,5,4,1,75.0,300.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1747,Packaged Food,Mothers Recipe Rice Papad Ajwain,2,3,0,2,72.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,451,45
408,Cooking Essentials,Popular Essentials Pancharatna Dal,2,2,1,1,72.0,72.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2622,Biscuits,Lotte Choco Pie,3,4,3,1,72.0,216.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3417,Paan Corner,Himalaya Diaper Rash Cream,1,1,0,1,72.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,731,25
3580,Home & Cleaning,Origami Good Karma Paper Serviettes,2,4,3,1,72.0,216.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
260,Cooking Essentials,Mothers Recipe Papad Chana Masala,2,2,1,1,71.0,71.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1418,Packaged Food,Chings Instant Soup - Sweet Corn Veg,13,22,15,6,70.0,150.0,68.18,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,996,20
2207,Chocolates & Candies,Ching's Secret Tomato Instant Soup,10,14,7,5,70.0,70.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,982,20
1358,Beverages,Amul Cheese Slices,1,1,0,1,70.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,107,55
2159,Chocolates & Candies,iD Wheat Lachha Paratha,1,1,0,1,70.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2748,Biscuits,Britannia Milk Bikis Cream Biscuit,1,1,0,1,70.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,28,60
1491,Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,8,10,7,2,69.0,161.0,70.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
69,Fruits & Vegetables,Pear Green Imported,3,3,2,1,69.0,138.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
707,Munchies,24 Mantra Organic Red Poha,2,2,1,1,69.0,69.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,577,30
1879,Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,4,10,7,1,69.0,161.0,70.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3047,Personal Care,Savlon Moisture Shield Hand Wash,4,5,4,1,69.0,276.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
221,Cooking Essentials,Everest Chaat Masala,4,6,4,2,68.0,136.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,949,20
372,Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",5,6,4,2,68.0,136.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,948,20
308,Cooking Essentials,24 Mantra Turmeric Powder,4,8,6,1,68.0,204.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1128,"Dairy, Bread & Batter",iD Idli & Dosa Batter,4,7,6,1,68.0,408.0,85.71,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2574,"Meats, Fish & Eggs",Suguna Fit Egg,5,6,5,1,68.0,340.0,83.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2669,Biscuits,Parle Milano Mixed Berries Cookies,7,10,8,1,68.0,272.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3112,Paan Corner,Vaseline Skin Protecting Jelly,4,8,7,1,68.0,476.0,87.5,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3456,Home & Cleaning,Gala Scrubber Cleaner Home Everyday Scrub,2,5,3,1,68.0,102.0,60.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3518,Home & Cleaning,Chakaachak Dustpan Grey,3,3,2,1,68.0,136.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3536,Home & Cleaning,Aro Aluminium Container with Lid 230 ml,1,1,0,1,68.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
815,Munchies,Everest Meat Masala Powder,3,4,3,1,67.0,201.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2569,"Meats, Fish & Eggs",Everest Meat Masala Powder,4,5,4,1,67.0,268.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2584,"Meats, Fish & Eggs",Everest Tandoori Chicken Masala,3,5,4,1,67.0,268.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2731,Biscuits,Sunfeast Nice Biscuit,3,3,0,3,66.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,41,60
1807,Ice Cream & Desserts,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3,3,1,2,66.0,33.0,33.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,781,25
2620,Biscuits,Dukes Waffy Strawberry Wafers,4,6,3,2,66.0,66.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,582,30
755,Munchies,Popular Essentials Cinnamon Whole (Dalchini),2,4,2,1,66.0,66.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1255,Beverages,Britannia Sandwich White Bread,3,7,5,1,66.0,165.0,71.43,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3511,Home & Cleaning,Chakaachak Deluxe Dustpan Grey,2,4,3,1,66.0,198.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
236,Cooking Essentials,24 Mantra Red Chilly Whole,2,3,2,1,65.0,130.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,740,25
263,Cooking Essentials,Eastern Chicken Masala,3,4,3,1,65.0,195.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1367,Beverages,The Bake Shop Multi Grain Bread,1,1,0,1,65.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,110,55
1810,Ice Cream & Desserts,Amul Happy Treats French Fries,4,7,6,1,65.0,390.0,85.71,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,905,20
2619,Biscuits,Britannia Toastea (Premium Bake Rusk),4,6,5,1,65.0,325.0,83.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
10,Fruits & Vegetables,Chilli Green,6,7,3,3,64.0,48.0,42.86,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
57,Fruits & Vegetables,Sweet Potato,2,3,1,1,64.0,32.0,33.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1,Fruits & Vegetables,Onion,3,6,3,1,63.0,63.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
586,Cooking Essentials,Everest Coriander Powder,1,1,0,1,63.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,256,50
1059,Munchies,Amul Fresh Cream,1,1,0,1,63.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,390,45
1124,"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,5,5,3,2,62.0,93.0,60.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
305,Cooking Essentials,Popular Essentials Cloves (Lavang),4,4,3,1,62.0,186.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1296,Beverages,Suguna Sharp Egg,5,10,9,1,62.0,558.0,90.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2555,"Meats, Fish & Eggs",Suguna Sharp Egg,2,4,3,1,62.0,186.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2595,"Meats, Fish & Eggs",Suguna Nourish Egg,1,1,0,1,62.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,34,60
294,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,4,5,4,1,61.0,244.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
951,Munchies,Gits Khaman Dhokla Instant Snack Mix,2,2,1,1,61.0,61.0,50.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2108,Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup,3,3,2,1,61.0,122.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1401,Packaged Food,Ching's Secret Manchow Instant Soup,7,14,8,4,60.0,80.0,57.14,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,993,20
3622,Home & Cleaning,Rin Detergent Bar,4,6,0,4,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,465,45
2302,Chocolates & Candies,Ching's Secret Singapore Curry Instant Noodles,9,14,10,3,60.0,150.0,71.43,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
35,Fruits & Vegetables,Brinjal Small,5,9,5,2,60.0,75.0,55.56,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
124,Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,3,5,1,2,60.0,15.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
213,Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,3,4,1,2,60.0,20.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,968,20
580,Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,2,3,0,2,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,454,45
1372,Beverages,The Bake Shop Burger Buns,2,3,0,2,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,165,55
1738,Packaged Food,Saffola Oats 100 % Natural,2,4,0,2,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,462,45
2628,Biscuits,Sunfeast Marie Light,3,4,1,2,60.0,20.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,531,35
2939,Personal Care,Whisper Choice Regular Wing Sanitary Pad,3,3,1,2,60.0,30.0,33.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,959,20
3659,Health & Hygiene,Whisper Choice Regular Wing Sanitary Pad,2,2,0,2,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,957,20
692,Munchies,Everest Kitchen King Masala,3,6,5,1,60.0,300.0,83.33,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,744,25
855,Munchies,Ching's Singapore Curry Instant Noodles,2,4,3,1,60.0,180.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
1536,Packaged Food,Ching's Singapore Curry Instant Noodles,5,9,8,1,60.0,480.0,88.89,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2312,Chocolates & Candies,Ching's Singapore Curry Instant Noodles,3,5,4,1,60.0,240.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2371,Chocolates & Candies,Pantai Red Curry Paste,2,3,2,1,60.0,120.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
2674,Biscuits,Cadbury Chocobakes Choc Filled Cookies,3,5,4,1,60.0,240.0,80.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3093,Personal Care,Bajaj Almond Drops Hair Oil,1,1,0,1,60.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,264,50
2879,Personal Care,Fem Fairness Naturals Gold Skin Bleach,3,3,2,1,59.0,118.0,66.67,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3625,Home & Cleaning,Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid,1,1,0,1,59.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,266,50
6,Fruits & Vegetables,Potato,2,2,0,2,58.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
50,Fruits & Vegetables,Baby Corn Peeled,5,8,6,2,58.0,174.0,75.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
52,Fruits & Vegetables,Zucchini Green,6,11,9,2,58.0,261.0,81.82,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
3079,Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,2,2,0,2,58.0,0.0,0.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,444,45
