order_id,sku_id,customer_id,dark_store_id,order_date,category,product_name,units_ordered,units_fulfilled,stockout_flag,substitution_accepted,selling_price_rupees,gross_demand_value_rupees,fulfilled_revenue_rupees,unfulfilled_value_rupees,delivery_minutes,data_origin
QCO-SCN-01976,731,C00347,DS_04,2026-01-20,Munchies,Everest Kitchen King Masala,3,3,False,False,36.0,108.0,108.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01977,1588,C00261,DS_05,2026-01-06,Packaged Food,Go Cheese Spread - Four Pepper (Soft & Creamy),1,1,False,False,94.0,94.0,94.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01978,3501,C00228,DS_04,2026-01-19,Home & Cleaning,Harpic Lemon Bathroom Cleaner,1,1,False,False,86.0,86.0,86.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01979,2620,C00689,DS_05,2026-01-03,Biscuits,Dukes Waffy Strawberry Wafers,1,1,False,False,22.0,22.0,22.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01980,716,C01447,DS_01,2026-01-15,Munchies,Betty Crocker Complete Pancake Mix Original,1,1,False,False,105.0,105.0,105.0,0.0,11.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01981,3100,C00683,DS_02,2026-01-15,Paan Corner,Colgate Visible White Toothpaste,1,1,False,False,103.0,103.0,103.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01982,1293,C00528,DS_04,2026-01-16,Beverages,Amul Cheese Spread Creamy,3,3,False,False,80.0,240.0,240.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01983,3060,C00988,DS_05,2026-01-10,Personal Care,Listerine Original Mouthwash,3,3,False,False,135.0,405.0,405.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01984,799,C01160,DS_02,2026-01-06,Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,1,1,False,False,25.0,25.0,25.0,0.0,8.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01985,2184,C00629,DS_03,2026-01-24,Chocolates & Candies,Chings Instant Soup - Hot & Sour,2,2,False,False,10.0,20.0,20.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01986,3437,C00007,DS_02,2026-01-28,Paan Corner,Bajaj Almond Drops Hair Oil,1,0,True,True,60.0,60.0,0.0,60.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01987,850,C00536,DS_05,2026-01-09,Munchies,Everest Tandoori Chicken Masala,2,0,True,True,38.0,76.0,0.0,76.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01988,2461,C00144,DS_03,2026-01-14,Chocolates & Candies,Bagrrys Corn Flakes,1,1,False,False,350.0,350.0,350.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01989,3675,C00261,DS_01,2026-01-04,Health & Hygiene,Kapiva Thar Aloe Vera Juice,1,1,False,False,254.0,254.0,254.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01990,459,C01099,DS_03,2026-01-05,Cooking Essentials,24 Mantra Organic Roasted Bengal Gram Dal,1,1,False,False,97.0,97.0,97.0,0.0,8.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01991,246,C00323,DS_02,2026-01-11,Cooking Essentials,Popular Essentials Black Urad Split,2,2,False,False,72.0,144.0,144.0,0.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01992,2376,C00667,DS_03,2026-01-22,Chocolates & Candies,Maggi Ghee Tadka Upma Express Pouch,3,0,True,True,25.0,75.0,0.0,75.0,29.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01993,1161,C00707,DS_02,2026-01-21,"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,1,1,False,False,54.0,54.0,54.0,0.0,10.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01994,189,C01584,DS_05,2026-01-22,Cooking Essentials,24 Mantra Organic Besan,2,2,False,False,88.0,176.0,176.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01995,1642,C00277,DS_05,2026-01-03,Packaged Food,Ching's Secret Tomato Oats Instant Soup,1,1,False,False,15.0,15.0,15.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01996,2663,C00149,DS_01,2026-01-02,Biscuits,Open Secret Choco Almond Tiffin Pack,1,1,False,False,27.0,27.0,27.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01997,955,C00963,DS_02,2026-01-09,Munchies,Everest Chicken Masala,1,1,False,False,132.0,132.0,132.0,0.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01998,1148,C01123,DS_03,2026-01-10,"Dairy, Bread & Batter",Arden Eggs Brown,3,3,False,False,79.0,237.0,237.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-01999,3024,C00904,DS_05,2026-01-16,Personal Care,Pampers Active Baby Diapers New Born Extra Small,2,2,False,False,849.0,1698.0,1698.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02000,1813,C01266,DS_02,2026-01-18,Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,2,2,False,False,15.0,30.0,30.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02001,3007,C01555,DS_04,2026-01-06,Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,2,2,False,False,340.0,680.0,680.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02002,1520,C01101,DS_01,2026-01-25,Packaged Food,ITC Master Chef Classic Aloo Tikki,3,3,False,False,72.0,216.0,216.0,0.0,11.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02003,3543,C00968,DS_05,2026-01-23,Home & Cleaning,Eveready Base B22 9-Watt LED Bulb,1,1,False,False,150.0,150.0,150.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02004,2284,C01226,DS_02,2026-01-10,Chocolates & Candies,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,1,1,False,False,194.0,194.0,194.0,0.0,8.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02005,330,C00385,DS_02,2026-01-20,Cooking Essentials,The Bake Shop Bread Crumbs,1,0,True,False,47.0,47.0,0.0,47.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02006,3211,C00449,DS_04,2026-01-09,Paan Corner,Himalaya Baby Powder,1,1,False,False,73.0,73.0,73.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02007,1702,C00667,DS_04,2026-01-02,Packaged Food,Bagrrys Fruit N Fibre Muesli Mixed Fruit,1,1,False,False,330.0,330.0,330.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02008,426,C01381,DS_03,2026-01-23,Cooking Essentials,24 Mantra Organic Urad White Whole,1,1,False,False,122.0,122.0,122.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02009,468,C01534,DS_05,2026-01-03,Cooking Essentials,Mother's Recipe Tamarind Paste,2,2,False,False,49.0,98.0,98.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02010,2439,C00999,DS_03,2026-01-07,Chocolates & Candies,Kelloggs Muesli - With 22% Fruit Magic,1,1,False,False,288.0,288.0,288.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02011,101,C01116,DS_03,2026-01-10,Cooking Essentials,Amul Pure Ghee (Pouch),2,2,False,False,249.0,498.0,498.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02012,960,C01419,DS_03,2026-01-27,Munchies,Popular Essentials Premium Jeera Rice,2,2,False,False,140.0,280.0,280.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02013,419,C00437,DS_01,2026-01-18,Cooking Essentials,Praakritik Orrganic Cold Pressed Sesame Oil,2,2,False,False,117.0,234.0,234.0,0.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02014,1500,C00220,DS_02,2026-01-24,Packaged Food,Ching's Secret Mix Veg Instant Soup,1,1,False,False,10.0,10.0,10.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02015,1419,C01344,DS_04,2026-01-28,Packaged Food,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3,3,False,False,33.0,99.0,99.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02016,1818,C00229,DS_01,2026-01-27,Ice Cream & Desserts,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,1,1,False,False,33.0,33.0,33.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02017,932,C00285,DS_04,2026-01-19,Munchies,Weikfield Veg Jelly Crystals - Mango,3,3,False,False,44.0,132.0,132.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02018,66,C00712,DS_03,2026-01-11,Fruits & Vegetables,Ridge Gourd,2,2,False,False,25.0,50.0,50.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02019,2172,C01415,DS_04,2026-01-13,Chocolates & Candies,Saffola Veggie Twist Masala Oats,2,2,False,False,15.0,30.0,30.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02020,1280,C00702,DS_05,2026-01-05,Beverages,Amul Butter - Pasteurised (School Pack),1,1,False,False,57.0,57.0,57.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02021,2286,C00214,DS_03,2026-01-18,Chocolates & Candies,Kissan Pineapple Jam,2,2,False,False,149.0,298.0,298.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02022,307,C00232,DS_04,2026-01-18,Cooking Essentials,Suhana Paneer Tikka Masala Mix,1,1,False,False,38.0,38.0,38.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02023,26,C00456,DS_04,2026-01-30,Fruits & Vegetables,Bottle Gourd,2,2,False,False,22.0,44.0,44.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02024,819,C00147,DS_02,2026-01-06,Munchies,Popular Essentials Cloves (Lavang),2,2,False,False,62.0,124.0,124.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02025,1561,C00591,DS_02,2026-01-23,Packaged Food,Mother's Recipe Madras Appalam,1,1,False,False,45.0,45.0,45.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02026,1355,C00146,DS_03,2026-01-08,Beverages,Amul Lactose Free Milk,3,0,True,True,24.0,72.0,0.0,72.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02027,2838,C01523,DS_01,2026-01-03,Personal Care,Colgate Total Charcoal Anticavity Toothpaste,1,1,False,False,99.0,99.0,99.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02028,1292,C00095,DS_03,2026-01-13,Beverages,Amul Cheese - Pepper,1,1,False,False,82.0,82.0,82.0,0.0,9.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02029,1842,C00356,DS_05,2026-01-29,Ice Cream & Desserts,Lijjat Udad Mini Papad,1,1,False,False,56.0,56.0,56.0,0.0,8.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02030,2093,C00060,DS_05,2026-01-14,Ice Cream & Desserts,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,3,3,False,False,140.0,420.0,420.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02031,42,C00525,DS_04,2026-01-06,Fruits & Vegetables,Coccinia,1,1,False,False,27.0,27.0,27.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02032,1797,C01454,DS_01,2026-01-10,Ice Cream & Desserts,Amul Spray Infant Milk Food,2,2,False,False,193.0,386.0,386.0,0.0,10.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02033,1179,C01039,DS_05,2026-01-21,"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,1,0,True,False,200.0,200.0,0.0,200.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02034,1438,C01683,DS_01,2026-01-09,Packaged Food,Amul Lite Spread,2,2,False,False,39.0,78.0,78.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02035,280,C01110,DS_03,2026-01-07,Cooking Essentials,Everest Garam Masala,1,1,False,False,142.0,142.0,142.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02036,2735,C00767,DS_05,2026-01-08,Biscuits,Britannia Roll Yo! Strawberry Swiss Roll,1,0,True,False,10.0,10.0,0.0,10.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02037,3500,C01726,DS_04,2026-01-03,Home & Cleaning,Shubh kart - Nirmal 5 in 1 Agarbatti Zipper - 150g,2,2,False,False,56.0,112.0,112.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02038,44,C00337,DS_01,2026-01-21,Fruits & Vegetables,Apple Washington,2,2,False,False,149.0,298.0,298.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02039,2127,C00203,DS_03,2026-01-10,Ice Cream & Desserts,Lijjat Moong Papad,3,0,True,False,57.0,171.0,0.0,171.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02040,2687,C00592,DS_05,2026-01-10,Biscuits,Lotte Choco Pie Cocoa Pie,2,2,False,False,81.0,162.0,162.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02041,953,C01674,DS_03,2026-01-10,Munchies,Everest Dry Mango Powder,1,1,False,False,80.0,80.0,80.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02042,2747,C01474,DS_03,2026-01-21,Biscuits,Britannia Roll Yo! Choco Swiss Roll (With Egg),1,0,True,False,10.0,10.0,0.0,10.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02043,2225,C00967,DS_02,2026-01-27,Chocolates & Candies,MTR 3 Min Poha,1,1,False,False,25.0,25.0,25.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02044,3448,C01673,DS_03,2026-01-23,Home & Cleaning,Godrej Aer Power Pocket Berry Rush,3,3,False,False,55.0,165.0,165.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02045,3650,C01164,DS_03,2026-01-18,Health & Hygiene,Veet Sensitive Skin Hair Removal Cream,2,2,False,False,128.0,256.0,256.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02046,87,C00430,DS_01,2026-01-22,Fruits & Vegetables,Garlic,3,3,False,False,13.0,39.0,39.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02047,1516,C00011,DS_05,2026-01-07,Packaged Food,Kellogg's Chocos,1,1,False,False,117.0,117.0,117.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02048,1895,C00056,DS_05,2026-01-28,Ice Cream & Desserts,Go Cheese Spread - Garlic,1,1,False,False,94.0,94.0,94.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02049,447,C01529,DS_01,2026-01-19,Cooking Essentials,Smith & Jones Shahi Paneer Masala Mix,2,2,False,False,44.0,88.0,88.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02050,1152,C00556,DS_01,2026-01-29,"Dairy, Bread & Batter",Britannia Brown Bread,2,0,True,False,42.0,84.0,0.0,84.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02051,3676,C00760,DS_04,2026-01-09,Health & Hygiene,Fine Life Cotton Balls,1,1,False,False,99.0,99.0,99.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02052,31,C00694,DS_03,2026-01-05,Fruits & Vegetables,Lettuce Iceberg,1,1,False,False,21.0,21.0,21.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02053,1544,C00160,DS_04,2026-01-22,Packaged Food,Kelloggs Chocos,1,1,False,False,160.0,160.0,160.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02054,3007,C00006,DS_01,2026-01-10,Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,2,2,False,False,340.0,680.0,680.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02055,1116,C01309,DS_04,2026-01-07,Munchies,Patanjali Pure Honey,1,0,True,False,95.0,95.0,0.0,95.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02056,1661,C01227,DS_01,2026-01-24,Packaged Food,Funfoods Peanut Butter Creamy,2,0,True,True,169.0,338.0,0.0,338.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02057,3641,C00406,DS_01,2026-01-16,Health & Hygiene,Durex Air Ultra Thin Condoms,3,3,False,False,82.0,246.0,246.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02058,1641,C00225,DS_04,2026-01-24,Packaged Food,Bagrrys Fruit N Fibre Muesli - Strawberry,1,0,True,False,595.0,595.0,0.0,595.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02059,385,C00929,DS_02,2026-01-08,Cooking Essentials,Dlicia Whip Topping Bottle,2,2,False,False,171.0,342.0,342.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02060,121,C00148,DS_02,2026-01-03,Cooking Essentials,Tata Sampann High Protien Kabuli Chana,1,0,True,False,94.0,94.0,0.0,94.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02061,3511,C00523,DS_05,2026-01-13,Home & Cleaning,Chakaachak Deluxe Dustpan Grey,1,0,True,False,66.0,66.0,0.0,66.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02062,881,C01295,DS_04,2026-01-29,Munchies,Popular Essentials Dry Dates (Kharak),1,1,False,False,118.0,118.0,118.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02063,1768,C00313,DS_02,2026-01-18,Ice Cream & Desserts,Maggi 2 Minute Masala Noodles,1,1,False,False,12.0,12.0,12.0,0.0,10.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02064,254,C01388,DS_04,2026-01-26,Cooking Essentials,Everest Sabji Masala,3,3,False,False,29.0,87.0,87.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02065,1445,C01592,DS_01,2026-01-26,Packaged Food,Top Ramen Chicken Noodles,1,0,True,False,54.0,54.0,0.0,54.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02066,3452,C00332,DS_03,2026-01-27,Home & Cleaning,Odomos Mosquito Repellent Cream,1,1,False,False,46.0,46.0,46.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02067,1757,C01199,DS_01,2026-01-14,Packaged Food,ITC Master Chef Cheesy Corn Triangles,1,0,True,False,152.0,152.0,0.0,152.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02068,3619,C01384,DS_04,2026-01-07,Home & Cleaning,Godrej Good Night Gold Flash Liquid Vapouriser,3,0,True,False,89.0,267.0,0.0,267.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02069,854,C00936,DS_02,2026-01-27,Munchies,Popular Essentials Coriander Seeds,1,1,False,False,15.0,15.0,15.0,0.0,9.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02070,1768,C00536,DS_02,2026-01-16,Ice Cream & Desserts,Maggi 2 Minute Masala Noodles,1,1,False,False,12.0,12.0,12.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02071,3100,C01771,DS_02,2026-01-10,Paan Corner,Colgate Visible White Toothpaste,1,1,False,False,103.0,103.0,103.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02072,1527,C00555,DS_05,2026-01-14,Packaged Food,Mother's Recipe Pickle - Mango,1,1,False,False,113.0,113.0,113.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02073,932,C00446,DS_05,2026-01-24,Munchies,Weikfield Veg Jelly Crystals - Mango,1,1,False,False,44.0,44.0,44.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02074,3080,C00221,DS_02,2026-01-11,Personal Care,Dabur Gulabari Premium Rose Water,3,0,True,False,47.0,141.0,0.0,141.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02075,1337,C01632,DS_01,2026-01-25,Beverages,Amulya Dairy Whitener,1,1,False,False,372.0,372.0,372.0,0.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02076,1843,C00408,DS_03,2026-01-07,Ice Cream & Desserts,McCain Herb & Garlic Crazy Fries Masala Mix,1,1,False,False,114.0,114.0,114.0,0.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02077,3637,C00240,DS_04,2026-01-10,Health & Hygiene,Epigamia Fruit Yogurt Vanilla,3,3,False,False,20.0,60.0,60.0,0.0,11.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02078,611,C00070,DS_05,2026-01-05,Munchies,Arden Eggs White,1,1,False,False,97.0,97.0,97.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02079,1020,C00524,DS_05,2026-01-27,Munchies,Pillsbury Oven Cake Mix - Vanilla,1,1,False,False,156.0,156.0,156.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02080,64,C01210,DS_04,2026-01-27,Fruits & Vegetables,Basil,1,1,False,False,17.0,17.0,17.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02081,1346,C01231,DS_01,2026-01-07,Beverages,Pantai Coconut Milk,3,3,False,False,150.0,450.0,450.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02082,663,C01533,DS_01,2026-01-16,Munchies,Fortune Rozana Basmati Rice,1,1,False,False,462.0,462.0,462.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02083,2406,C01203,DS_01,2026-01-24,Chocolates & Candies,Soulfull Vanilla Fills - Ragi Bites,1,1,False,False,160.0,160.0,160.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02084,591,C00088,DS_02,2026-01-19,Cooking Essentials,Everest Turmeric Powder,1,0,True,True,60.0,60.0,0.0,60.0,24.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02085,2379,C01517,DS_04,2026-01-20,Chocolates & Candies,Yummiez Chicken Breakfast Sausages,2,2,False,False,150.0,300.0,300.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02086,872,C00460,DS_05,2026-01-08,Munchies,"Ching's Secret Instant Noodles, Hot Garlic",1,1,False,False,60.0,60.0,60.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02087,1222,C01723,DS_04,2026-01-01,"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,2,0,True,False,110.0,220.0,0.0,220.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02088,1194,C00624,DS_05,2026-01-29,"Dairy, Bread & Batter",Suguna Fit Egg,2,0,True,True,68.0,136.0,0.0,136.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02089,2563,C00030,DS_02,2026-01-28,"Meats, Fish & Eggs",Ching's Chicken Chilli Masala,1,1,False,False,10.0,10.0,10.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02090,1600,C00707,DS_04,2026-01-29,Packaged Food,Maggi Ghee Tadka Upma Express Pouch,1,1,False,False,25.0,25.0,25.0,0.0,26.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-02091,1245,C00811,DS_01,2026-01-02,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,1,0,True,False,30.0,30.0,0.0,30.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
