product_name,sku_rows,category_count,categories,min_mrp_rupees,max_mrp_rupees
Kellogg's All Bran Wheat Flakes,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",220.0,220.0
Kellogg's Almonds And Cranberries Granola,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",330.0,330.0
Kellogg's Chocos Combo Pack,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Kellogg's Chocos Protein And Fibre Of 1 Roti,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",499.0,499.0
Kellogg's Corn Flakes,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",425.0,425.0
Kellogg's Crunchy Bites Chocos,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",190.0,190.0
Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",445.0,445.0
Kellogg's Crunchy Granola Chocolate & Almonds,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",330.0,330.0
"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",330.0,330.0
Kellogg's Muesli 20% Nuts Delight,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",320.0,320.0
Kellogg's Muesli Nuts Delight,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",425.0,425.0
Kellogg's No Added Sugar Muesli,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",335.0,335.0
Kellogg's Real Honey Corn Flakes,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",290.0,290.0
Kelloggs Chocos,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",170.0,170.0
Kelloggs Chocos - Moons & Stars,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",660.0,660.0
Kelloggs Chocos Fills Double Chocolat,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",99.0,99.0
Kelloggs Chocos Fills Double Chocolaty,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",185.0,185.0
Kelloggs Chocos Moon & Stars,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",330.0,330.0
Kelloggs Corn Flakes,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",99.0,99.0
Kelloggs Corn Flakes With Real Strawberry Pure,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",265.0,265.0
Kelloggs Muesli - With 22% Fruit Magic,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",320.0,320.0
Kelloggs Special K,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",210.0,210.0
Kissan Mixed Fruit Jam,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",155.0,155.0
Kissan Pineapple Jam,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",165.0,165.0
Kitchen Of India Ready-To-Eat Pindi Channa,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Kitchens Of India Chicken Chettinad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",200.0,200.0
Kitchens Of India Chicken Darbari,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",200.0,200.0
Kitchens Of India Dal Makhani,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Kitchens Of India Mughlai Paneer,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",160.0,160.0
Kitchens Of India Murgh Methi,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",220.0,220.0
Kitchens Of India Palak Paneer,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",130.0,130.0
Kitchens Of India Rajma Masala,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Kitchens Of India Yellow Dal Tadka,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Kitchens of India Dal Makhani,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Knorr Chinese Hot And Sour Veg Soup,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
Knorr International Mexican Tomato Corn Soup,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",65.0,65.0
Knorr Sweet Corn Chicken Soup,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
"Kurkure Green Chutney, Rajasthani Style",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",20.0,20.0
Lijjat Garlic Papad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Lijjat Moong Papad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Lijjat Udad Mini Papad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Lijjat Urad Papad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
MTR 3 Minute Breakfast - Magic Masala Upma,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",25.0,25.0
MTR Dal Fry,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
MTR Dal Makhani,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
MTR Paneer Butter Masala & Veg Pulao,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",175.0,175.0
MTR Ready To Eat Palak Paneer,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",135.0,135.0
MTR Ready To Eat Paneer Butter Masala,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",135.0,135.0
MTR Ready to Eat Pav Bhaji,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
MTR Seviyan Vermicelli,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",42.0,42.0
MTR Upma,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",50.0,50.0
MTR Vegetable Upma,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",25.0,25.0
MTR Vermicelli Payasam,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",75.0,75.0
Maggi Ghee Tadka Upma Express Pouch,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",25.0,25.0
Maggi Hot & Sweet - Tomato Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",170.0,170.0
Maggi Hot & Sweet Tomato Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",115.0,115.0
Maggi Imli Sauce Pichkoo,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",22.0,22.0
Maggi Magic Cubes Chicken,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Maggi Rich Tomato Ketchup,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",105.0,105.0
McCain Aloo Tikki,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
McCain Chilli Cheesy Nuggets,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",130.0,130.0
McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",125.0,125.0
McCain Crazy Fries Masala MixHot 'n' Tangy,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain French Fries,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain French Fries Crisp & Delicious,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",175.0,175.0
McCain Herb & Garlic Crazy Fries Masala Mix,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain Masala - Fries,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain Potato Cheese Shotz,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",130.0,130.0
McCain Smiles - Pudina Chatka,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain Smiles Cripsy Happy Potatoes,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain Super Wedges,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
McCain Veggie Burger Patty,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",115.0,115.0
McCain Veggie Fingers,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",117.0,117.0
Mccain Emotibites - Crispy Happy Potato Snack,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",130.0,130.0
Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",280.0,280.0
Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",280.0,280.0
Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",280.0,280.0
Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",280.0,280.0
Mother's Recipe Bhel Puri Chutney,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
Mother's Recipe Ginger And Garlic Paste,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",50.0,50.0
Mother's Recipe Gujrati Gorkeri Pickle,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",140.0,140.0
Mother's Recipe Lime Pickle,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
Mother's Recipe Madras Appalam,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",50.0,50.0
Mother's Recipe Mango Pickle,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
Mother's Recipe Pickle - Mixed,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",149.0,149.0
Mother's Recipe Pickle - Red Stuffed Chilli,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",145.0,145.0
Mother's Recipe Potato Papad,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",31.0,31.0
Mother's Recipe Punjabi Teekha Mang Pickle,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
Mothers Recipe Papad - Sabudana With Rock Salt,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",31.0,31.0
Mothers Recipe Rice Papad Ajwain,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",24.0,24.0
Mothers Recipe Tamrind Date Chutney,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
Nestle A+ Actiplus Probiotic Dahi Plain Curd,3,3,"Beverages, Dairy, Bread & Batter, Health & Hygiene",78.0,78.0
Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",292.0,292.0
Nestle Cerelac 5 Grains & Fruits Cereal,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",288.0,288.0
Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",261.0,261.0
Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",279.0,279.0
Nestle Cerelac Wheat - Stage 1,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",190.0,190.0
Nestle Lactogen Stage 2 Follow-up Formula Powder,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",340.0,340.0
Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",620.0,620.0
Nestle Nestle Nan Pro Follow-Up Formula,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",650.0,650.0
Nestlé CERELAC Baby Cereal with Milk,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",272.0,272.0
"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
Organic India Apple Cider Vinegar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",595.0,595.0
Pantai Chilli Garlic Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Dark Soy Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Fish Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Hot Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Light Soy Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Oyster Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Pad Thai Sauce (Non-Veg),3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
Pantai Spring Roll Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Sriracha Green Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",225.0,225.0
Pantai Sriracha Red Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",225.0,225.0
Pantai Sriracha Yellow Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",225.0,225.0
Pantai Sweet Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",275.0,275.0
Pantai Teriyaki Sauce with Garlic,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
Pediasure Premium Chocolate Powdered Health Drink,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",610.0,610.0
Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",175.0,175.0
Pedigree Dog Food Adult Chicken & Veg,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",660.0,660.0
Pedigree Dog Food Adult Meat & Rice,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",660.0,660.0
Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",140.0,140.0
Pedigree Puppy Chicken Chunks in Gravy,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",35.0,35.0
Prasuma Momos -  Cheesy Spicy Veg,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",295.0,295.0
Remia Mayonnaise,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",230.0,230.0
Remia Salad Caesar Dressing,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",250.0,250.0
Remia Salad Italian Dressing,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",230.0,230.0
Smith & Jones Pink Pasta Sauce Mix,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Smith & Jones Red Pasta Sauce Mix,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Smith & Jones White Pasta Sauce Mix,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",299.0,299.0
Soulfull Ragi Bites Choco Fills,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",169.0,169.0
Soulfull Vanilla Fills - Ragi Bites,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",169.0,169.0
Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,3,3,"Health & Hygiene, Paan Corner, Personal Care",175.0,175.0
Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,3,3,"Health & Hygiene, Paan Corner, Personal Care",340.0,340.0
Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",90.0,90.0
Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,3,3,"Health & Hygiene, Paan Corner, Personal Care",30.0,30.0
Stayfree Secure Dry Cover Extra Large Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",42.0,42.0
Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,3,3,"Health & Hygiene, Paan Corner, Personal Care",30.0,30.0
Stayfree Secure XL Size Sanitary Napkins,3,3,"Health & Hygiene, Paan Corner, Personal Care",115.0,115.0
Suguna Active - DHA,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs",72.0,72.0
Suguna Fit Egg,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs",120.0,120.0
Suguna Heart- Omega3,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs",72.0,72.0
Suguna Sharp Egg,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs",72.0,72.0
Suguna Vitamin D Egg,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs",75.0,75.0
Suhana Spice Mix - Chicken Biryani,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies",66.0,66.0
Sumeru Aloo Paratha,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",119.0,119.0
Sundrop Cocoa Nut Hazelnut Chocolatey Spread,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",120.0,120.0
Sunfeast YiPPee! Noodles - Magic Masala,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",96.0,96.0
Sunfeast Yippee Tricolor Pasta Seasoning,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",28.0,28.0
Switz Paratha Puff,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",110.0,110.0
Switz Samosa Dough Sheets,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",90.0,90.0
Switz Spring Roll Dough Sheets,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",90.0,90.0
The Whole Truth - 5 Grain Muesli No Added Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
"The Whole Truth - Nuts, Fruits & Seeds Muesli",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
The Whole Truth Cranberry Mini Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Cranberry Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",100.0,100.0
The Whole Truth Double Cocoa Mini Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Double Cocoa Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",100.0,100.0
The Whole Truth Energy Bar Choco Cranberry Fudge,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",55.0,55.0
The Whole Truth Peanut Cocoa Protein Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",100.0,100.0
The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Tong Garden Wasabi Green Peas,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",175.0,175.0
Top Ramen Masala Oat Masala,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",80.0,80.0
Unibic Almond & Oats Protein Bar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Veeba Barbeque Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",149.0,149.0
Veeba Carrot & Cucumber Sandwich Spread,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",85.0,85.0
Veeba Cheese and Chilli Sandwich Spread,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",89.0,89.0
Veeba Chipolte Southwest Dressing,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",161.0,161.0
Veeba Eggless Mayonnaise,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",79.0,79.0
Veeba English Mustard,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",74.0,74.0
Veeba Favourites Eggless Burger Mayonnaise,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",69.0,69.0
Veeba Hot Sweet Tomato Chilli Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",104.0,104.0
Veeba Mint Mayonnaise,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",169.0,169.0
Veeba Pasta And Pizza Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",75.0,75.0
Veeba Peri Peri Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",161.0,161.0
Veeba Pizza Topping,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",75.0,75.0
Veeba Salsa Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",119.0,119.0
Veeba Sriracha Chilli Garlic Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",149.0,149.0
Veeba Sweet Onion Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",141.0,141.0
Veeba Thousand Island Dressing,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",149.0,149.0
Veeba Truly Tomato Ketchup,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",99.0,99.0
Veet Full Body Waxing Kit For Dry Skin,3,3,"Health & Hygiene, Paan Corner, Personal Care",235.0,235.0
Veet Hair Removal Cream (Normal Skin),3,3,"Health & Hygiene, Paan Corner, Personal Care",135.0,135.0
Veet Hair Removal Cream Dry Skin,3,3,"Health & Hygiene, Paan Corner, Personal Care",135.0,135.0
Veet Sensitive Skin Hair Removal Cream,3,3,"Health & Hygiene, Paan Corner, Personal Care",135.0,135.0
"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",430.0,430.0
Whiskas Adult Pocket Tuna Cat Food,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",410.0,410.0
Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",385.0,385.0
Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",35.0,35.0
Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",35.0,35.0
Whisper Bindazzz Night Sanitary Pads XL Plus,3,3,"Health & Hygiene, Paan Corner, Personal Care",185.0,185.0
Whisper Bindazzz Nights XL + Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",90.0,90.0
Whisper Choice Regular Wing Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",30.0,30.0
Whisper Choice Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",32.0,32.0
Whisper Choice Ultra XL Sanitary Pad,3,3,"Health & Hygiene, Paan Corner, Personal Care",133.0,133.0
Whisper Daily Liners Clean and Fresh,3,3,"Health & Hygiene, Paan Corner, Personal Care",105.0,105.0
Whisper Ultra Clean Wings XL+  Pouch,3,3,"Health & Hygiene, Paan Corner, Personal Care",449.0,449.0
Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,3,3,"Health & Hygiene, Paan Corner, Personal Care",315.0,315.0
Wingreens Cheesy Chipotle Sauce,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",99.0,99.0
Wingreens Farms Chipotle Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",200.0,200.0
Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",60.0,60.0
Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
Yoga Bar Breakfast Muesli - Chocolate & Cranberry,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",325.0,325.0
Yoga Bar Breakfast Protein Bar - Blueberry Pie,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",50.0,50.0
Yoga Bar Multigrain Energy Bar Nuts And Seeds,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",40.0,40.0
Yogabar No Added Sugar Protein Bar Brownie,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",125.0,125.0
Yummiez American Sweet Corn,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",85.0,85.0
Yummiez Veg Cheese Fingers Pouch,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",230.0,230.0
iD Malabar Parota,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",80.0,80.0
iD Wheat Lachha Paratha,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food",80.0,80.0
Sugarfree Gold Low Calorie Sweetner,8,2,"Cooking Essentials, Munchies",65.0,270.0
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,6,2,"Paan Corner, Personal Care",50.0,160.0
Dove Hair Fall Rescue Shampoo,6,2,"Paan Corner, Personal Care",137.0,280.0
Everest Chicken Masala,6,2,"Cooking Essentials, Munchies",39.0,147.0
Everest Garam Masala,6,2,"Cooking Essentials, Munchies",42.0,158.0
Everest Kitchen King Masala,6,2,"Cooking Essentials, Munchies",37.0,142.0
